,MPO,MPO,MPO,MPO,MPO,MPO,MPO,MPO,ES,ES,ES,ES,ES,ES,ES,ES,10Y,2Y,5Y,10Y,2Y,5Y,10Y,2Y,5Y,10Y,2Y,5Y,10Y,2Y,5Y,10Y,2Y,5Y,10Y,2Y,5Y,10Y,2Y,5Y,10Y,2Y,5Y,10Y,2Y,5Y,Overnight Rate,Overnight Rate,Overnight Rate,Overnight Rate,Overnight Rate,Overnight Rate,Overnight Rate
,Australia,Canada,Euro Area,Japan,Sweden,Switzerland,United Kingdom,United States,Australia,Canada,Euro Area,Japan,Sweden,Switzerland,United Kingdom,United States,Australia,Australia,Australia,Brazil,Brazil,Brazil,Canada,Canada,Canada,Germany,Germany,Germany,Japan,Japan,Japan,New Zealand,New Zealand,New Zealand,Sweden,Sweden,Sweden,Switzerland,Switzerland,Switzerland,United Kingdom,United Kingdom,United Kingdom,United States,United States,United States,Australia,Canada,Euro Area,Japan,Sweden,Switzerland,United Kingdom
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-05-18,0.4025373931623931,-0.0016172214482029882,0.3524042744126124,0.21354623311108778,0.05324684628808583,0.37797732332145284,-0.16520247431376134,-0.056640650010705576,1.1326611591868712,0.709049409065134,1.0139559620220322,1.327574794256312,0.5431346370868064,0.3981970752830421,0.15975228183295487,-0.2419856846221859,5.758,5.69,5.735,,,,4.386,4.077,4.224,4.067,3.33,3.698,1.957,,,5.9,6.365,6.005,3.895,2.955,3.51,2.787,1.939,2.506,4.696,4.774,4.815,5.063,4.929,4.95,,,,,,,
2006-05-19,0.4025373931623931,-0.0016172214482029882,0.36297679069162725,0.21354623311108778,0.06666408576011716,0.37797732332145284,-0.1488216099985496,-0.05930165593973811,1.1326611591868712,0.709049409065134,1.0238000470513229,1.327574794256312,0.5458774075042977,0.3981970752830421,0.11305237243269622,-0.25049027433743454,5.815,5.69,5.785,,,,4.318,4.025,4.163,4.007,3.308,3.703,1.92,,,5.87,6.34,5.97,3.88,2.965,3.52,2.755,1.955,2.472,4.575,4.75,4.724,5.064,4.972,4.97,,,,,,,
2006-05-22,0.4025373931623931,-0.0016172214482029882,0.36117790600013594,0.21354623311108778,0.06666408576011716,0.42240751451277764,-0.1488216099985496,-0.05930165593973811,1.1326611591868712,0.709049409065134,1.032921813338438,1.327574794256312,0.5458774075042977,0.5041630291990767,0.11305237243269622,-0.25049027433743454,5.73,5.665,5.705,,,,,,,4.002,3.32,3.68,1.85,,,5.86,6.33,5.965,3.795,2.915,3.445,2.686,1.906,2.426,4.605,4.731,4.722,5.044,4.95,4.946,,,,,,,
2006-05-23,0.4025373931623931,-0.0016172214482029882,0.36117790600013594,0.21354623311108778,0.076103545924215,0.42240751451277764,-0.15823173938196639,-0.05930165593973811,1.1326611591868712,0.709049409065134,1.032921813338438,1.327574794256312,0.5740539365667036,0.5041630291990767,0.11618815998635726,-0.25049027433743454,5.698,5.64,5.675,,,,4.339,4.062,4.206,3.929,3.262,3.611,1.812,,,5.83,6.31,5.93,3.795,2.92,3.455,2.703,1.929,2.432,4.564,4.684,4.682,5.016,4.929,4.921,,,,,,,
2006-05-24,0.4025373931623931,-0.0016172214482029882,0.36117790600013594,0.21354623311108778,0.07960985525979045,0.42240751451277764,-0.1680899701645935,-0.06375315436458924,1.1326611591868712,0.709049409065134,1.032921813338438,1.327574794256312,0.5827956452253563,0.5041630291990767,0.11947327075685928,-0.21875423153593315,5.72,5.63,5.665,,,,4.317,4.065,4.177,3.918,3.268,3.609,1.845,,,5.835,6.315,5.945,3.76,2.905,3.425,2.68,1.933,2.409,4.623,4.713,4.711,5.042,4.942,4.943,,,,,,,
2006-05-25,0.4025373931623931,-0.0016172214482029882,0.35200359407353043,0.21354623311108778,0.08853726371892844,0.42240751451277764,-0.1641809010909983,-0.05472346351671658,1.1326611591868712,0.709049409065134,1.0304674433182162,1.327574794256312,0.6274117562512594,0.5041630291990767,0.08991398027527979,-0.18043987017693652,5.695,5.645,5.675,,,,4.309,4.099,4.188,3.894,3.257,3.554,1.868,,,5.8,6.29,5.91,,,,,,,4.582,4.683,4.677,5.076,4.962,4.974,,,,,,,
2006-05-26,0.4025373931623931,-0.0016576519844080629,0.3488035614001347,0.2138472605135564,0.08853726371892844,0.42240751451277764,-0.1604495169752938,-0.04798945678270984,1.1326611591868712,0.7159687278652493,1.0354392488250834,1.3410025162263237,0.6274117562512594,0.5041630291990767,0.06169829390649939,-0.1539086208849746,5.715,5.645,5.68,,,,4.298,4.088,4.175,3.872,3.252,3.593,1.868,,,5.805,6.29,5.92,3.76,2.915,3.435,2.653,1.929,2.389,4.541,4.641,4.635,5.056,4.954,4.948,,,,,,,
2006-05-29,0.4025373931623931,-0.014520668701956988,0.35098422608168534,0.21416197097977363,0.09604030118515887,0.37202479132303695,-0.1604495169752938,-0.04798945678270984,1.1326611591868712,0.7555330704480988,1.032592613265389,1.3235993558443377,0.6610011113905082,0.5372869239497818,0.06169829390649939,-0.1539086208849746,5.74,5.68,5.715,,,,4.306,4.096,4.183,3.882,3.258,3.605,1.878,,,,6.3,5.915,3.79,2.945,3.47,2.683,1.922,2.398,,,,5.062,,,,,,,,,
2006-05-30,0.4025373931623931,-0.011884924711680789,0.35516000595281205,0.21416197097977363,0.10243513055797175,0.37202479132303695,-0.17021382673960356,-0.04798945678270984,1.1326611591868712,0.7489254454412823,1.029604708088231,1.3235993558443377,0.6482895515560754,0.5372869239497818,0.03528460499754436,-0.1539086208849746,5.74,5.67,5.705,,,,4.301,4.11,4.188,3.888,3.27,3.598,1.854,,,5.815,6.305,5.925,3.84,3.005,3.55,2.69,1.95,2.415,4.546,4.669,4.643,5.078,4.975,4.975,,,,,,,
2006-05-31,0.4025373931623931,-0.00937775359897904,0.35941383778414676,0.21416197097977363,0.10858864561482943,0.37202479132303695,-0.1799781365039133,-0.04798945678270984,1.1326611591868712,0.74264014360553,1.0265609542161727,1.3235993558443377,0.6360576732248286,0.5372869239497818,0.008870916088589321,-0.1539086208849746,5.765,5.7,5.735,,,,4.355,4.137,4.235,3.932,3.306,3.639,1.831,,,5.8,6.32,5.915,3.9,3.045,3.6,2.704,1.994,2.433,4.572,4.68,4.664,5.123,5.041,5.036,,,,,,,
2006-06-01,0.4025373931623931,-0.008421721248477326,0.36534519113799724,0.20940281606911199,0.10858864561482943,0.37202479132303695,-0.1799781365039133,-0.04798945678270984,1.1326611591868712,0.7414693050904051,1.0054951287163219,1.2590520886481482,0.6360576732248286,0.5372869239497818,0.008870916088589321,-0.1539086208849746,5.735,5.67,5.705,,,,4.445,4.182,4.306,3.989,3.372,3.687,1.934,,,5.805,6.33,5.92,3.935,3.07,3.635,2.722,2.029,2.455,4.583,4.703,4.67,5.104,5.029,5.023,5.75,4.2455,1.27,4.5712,0.036,2.18,4.99
2006-06-02,0.4025373931623931,-0.008421721248477326,0.3667569619497008,0.20940281606911199,0.10773515217751778,0.37202479132303695,-0.1799781365039133,-0.05868322674988035,1.1326611591868712,0.7414693050904051,1.0205053592493631,1.2590520886481482,0.6415035759430404,0.5372869239497818,0.008870916088589321,-0.1738632194258906,5.765,5.71,5.745,,,,4.395,4.154,4.265,3.991,3.385,3.717,1.918,,,5.84,6.36,5.955,3.885,3.055,3.605,2.659,1.986,2.407,4.633,4.721,4.708,4.994,4.921,4.903,,,,,,,
2006-06-05,0.4025373931623931,-0.008421721248477326,0.3667569619497008,0.20940281606911199,0.10773515217751778,0.37202479132303695,-0.1799781365039133,-0.05460159409681913,1.1326611591868712,0.7414693050904051,1.0205053592493631,1.2590520886481482,0.6415035759430404,0.5372869239497818,0.008870916088589321,-0.13106881214132549,5.675,5.695,5.725,,,,4.313,4.091,4.184,3.924,3.332,3.644,1.876,,,,,,3.895,3.07,3.62,,,,4.582,4.69,4.67,5.026,4.983,4.955,,,,,,,
2006-06-06,0.4025373931623931,-0.008421721248477326,0.3667569619497008,0.20940281606911199,0.10773515217751778,0.37202479132303695,-0.1799781365039133,-0.05460159409681913,1.1326611591868712,0.7414693050904051,1.0205053592493631,1.2590520886481482,0.6415035759430404,0.5372869239497818,0.008870916088589321,-0.13899017102348254,5.627,5.63,5.65,,,,4.318,4.107,4.192,3.96,3.41,3.692,1.927,,,5.795,6.31,5.91,,,,2.695,2.031,2.432,4.599,4.689,4.67,5.004,4.996,4.946,,,,,,,
2006-06-07,0.4025373931623931,-0.008421721248477326,0.3682326136958888,0.20940281606911199,0.10773515217751778,0.37202479132303695,-0.1799781365039133,-0.055164497128745105,1.1326611591868712,0.7414693050904051,1.0272290227115322,1.2590520886481482,0.6415035759430404,0.5372869239497818,0.008870916088589321,-0.1408101896267768,5.65,5.615,5.645,,,,4.293,4.11,4.179,3.998,3.419,3.715,1.881,,,5.82,6.315,5.93,3.975,3.145,3.705,2.683,2.02,2.432,4.657,4.725,4.719,5.024,5.009,4.966,,,,,,,
2006-06-08,0.4025373931623931,-0.011682590813694719,0.3746500591787548,0.20940281606911199,0.10773515217751778,0.37202479132303695,-0.1799781365039133,-0.055164497128745105,1.1326611591868712,0.7318381094126977,1.001058869267415,1.2590520886481482,0.6415035759430404,0.5372869239497818,0.008870916088589321,-0.1408101896267768,5.65,5.625,5.65,,,,4.317,4.135,4.202,3.998,3.436,3.716,1.862,,,5.885,6.42,6.01,3.92,3.07,3.635,2.644,1.984,2.4,4.629,4.742,4.7,5.0,5.009,4.95,,,,,,,
2006-06-09,0.4025373931623931,-0.015326626029653446,0.3779878428903703,0.20940281606911199,0.10773515217751778,0.37202479132303695,-0.1799781365039133,-0.0648056757294722,1.1326611591868712,0.7298831684212077,0.9813780135720314,1.2590520886481482,0.6415035759430404,0.5372869239497818,0.008870916088589321,-0.11282241577417658,5.705,5.7,5.715,,,,4.321,4.139,4.197,3.93,3.371,3.686,1.853,,,5.85,6.4,5.98,3.88,3.04,3.6,2.642,1.974,2.391,4.61,4.682,4.678,4.977,5.005,4.943,,,,,,,
2006-06-12,0.4025373931623931,-0.015326626029653446,0.3779878428903703,0.20940281606911199,0.10773515217751778,0.37202479132303695,-0.16394942836994206,-0.06415107294432601,1.1326611591868712,0.7298831684212077,0.9813780135720314,1.2590520886481482,0.6415035759430404,0.5372869239497818,0.012827033909036074,-0.13359588053329044,,,,,,,4.366,4.234,4.271,3.93,3.347,3.644,1.844,,,5.845,6.395,5.975,3.855,3.01,3.575,2.622,1.964,2.376,4.567,4.656,4.643,4.983,5.022,4.952,,,,,,,
2006-06-13,0.40715099715099706,-0.015326626029653446,0.3779878428903703,0.20940281606911199,0.10577633122883563,0.37202479132303695,-0.16394942836994206,-0.08435309314634622,1.1096023635245367,0.7298831684212077,0.9813780135720314,1.2590520886481482,0.6257632337143166,0.5372869239497818,0.012827033909036074,-0.09836396897215914,5.655,5.69,5.705,,,,4.356,4.226,4.263,3.902,3.33,3.619,1.797,,,5.825,6.385,5.955,3.82,2.99,3.535,2.605,1.959,2.359,4.544,4.656,4.634,4.969,5.013,4.934,,,,,,,
2006-06-14,0.40715099715099706,-0.02157791150996596,0.37300341921435787,0.20940281606911199,0.09847589291825852,0.37202479132303695,-0.16394942836994206,-0.082133090926344,1.1096023635245367,0.6816142369559088,0.9684850494264393,1.2590520886481482,0.6278385041509339,0.5372869239497818,0.012827033909036074,-0.09231791709361174,5.66,5.7,5.7,,,,4.312,4.197,4.223,3.864,3.312,3.591,1.793,,,5.8,6.36,5.93,3.845,3.025,3.575,2.59,1.967,2.344,4.51,4.655,4.616,5.07,5.12,5.046,,,,,,,
2006-06-15,0.40715099715099706,-0.02157791150996596,0.36646136313959154,0.20940281606911199,0.09847589291825852,0.44475206405030965,-0.16394942836994206,-0.08006259279522845,1.1096023635245367,0.6816142369559088,0.9767797902101955,1.2590520886481482,0.6278385041509339,0.6476061774511971,0.012827033909036074,-0.08194096379987399,5.685,5.65,5.65,,,,4.347,4.23,4.255,3.904,3.356,3.635,1.793,,,5.85,6.37,5.98,3.88,3.285,3.61,2.648,1.977,2.383,4.533,4.691,4.634,5.1,5.141,5.071,,,,,,,
2006-06-16,0.40715099715099706,-0.02157791150996596,0.3739616724953559,0.20940281606911199,0.09847589291825852,0.4169550600471653,-0.16394942836994206,-0.08160183757734969,1.1096023635245367,0.6816142369559088,0.9718808763252265,1.2590520886481482,0.6278385041509339,0.7579661874001012,0.012827033909036074,-0.07919139257867364,5.68,5.73,5.72,,,,4.391,4.242,4.285,3.955,3.38,3.695,1.82,,,5.88,6.405,6.015,3.87,3.27,3.6,2.628,1.952,2.368,4.622,4.751,4.726,5.135,5.168,5.107,,,,,,,
2006-06-19,0.40715099715099706,-0.02157791150996596,0.38160484488646806,0.20940281606911199,0.09847589291825852,0.3924282918090968,-0.16394942836994206,-0.08311090108923327,1.1096023635245367,0.6816142369559088,0.9668886497948296,1.2590520886481482,0.6278385041509339,0.8553426667667814,0.012827033909036074,-0.07649573451867327,5.74,5.755,5.76,,,,4.391,4.243,4.291,3.949,3.375,3.679,1.83,,,5.905,6.43,6.04,3.9,3.295,3.635,2.687,2.009,2.424,4.611,4.769,4.722,5.139,5.181,5.117,,,,,,,
2006-06-20,0.40715099715099706,-0.02157791150996596,0.39488950685653024,0.20819506254252593,0.09847589291825852,0.3924282918090968,-0.16394942836994206,-0.08311090108923327,1.1096023635245367,0.6816142369559088,0.9761856560428568,1.2645883056342637,0.6278385041509339,0.8553426667667814,0.012827033909036074,-0.07649573451867327,5.8,5.805,5.81,,,,4.412,4.252,4.299,3.965,3.424,3.721,1.862,,,5.91,6.44,6.045,3.935,3.375,3.695,2.705,2.027,2.44,4.665,4.811,4.775,5.157,5.203,5.135,,,,,,,
2006-06-21,0.40715099715099706,-0.028566109857372568,0.3970243460202549,0.20819506254252593,0.09847589291825852,0.3924282918090968,-0.14771566213617582,-0.08311090108923327,1.1096023635245367,0.6777878941567982,1.0053438944356412,1.2645883056342637,0.6278385041509339,0.8553426667667814,0.031234652208663016,-0.07649573451867327,5.775,5.795,5.8,,,,4.497,4.356,4.408,3.997,3.463,3.752,1.853,,,5.9,6.43,6.035,3.96,3.395,3.72,2.708,2.014,2.446,4.719,4.835,4.822,5.159,5.203,5.139,,,,,,,
2006-06-22,0.40715099715099706,-0.03520489828740884,0.4039782386884333,0.22259939726569317,0.09847589291825852,0.3924282918090968,-0.13407929849981215,-0.09383477139704746,1.1096023635245367,0.6741528684976431,1.0367781173112856,1.2705943083857323,0.6278385041509339,0.8553426667667814,0.06056016540514395,-0.08743870542259687,5.765,5.795,5.795,,,,4.527,4.365,4.429,4.015,3.495,3.754,1.862,,,5.89,6.425,6.03,3.965,3.39,3.715,2.754,2.034,2.482,4.72,4.817,4.815,5.214,5.242,5.195,,,,,,,
2006-06-23,0.40715099715099706,-0.041519843379394565,0.41395556295147184,0.22259939726569317,0.09847589291825852,0.3924282918090968,-0.13109975853314967,-0.09383477139704746,1.1096023635245367,0.6706951611633248,1.0668575336073085,1.2705943083857323,0.6278385041509339,0.8553426667667814,0.05921438395169631,-0.08743870542259687,5.84,5.8,5.8,,,,4.561,4.373,4.451,4.059,3.517,3.811,1.881,,,5.925,6.44,6.05,,,,2.792,2.04,2.521,4.732,4.817,4.813,5.228,5.27,5.21,,,,,,,
2006-06-26,0.40715099715099706,-0.041519843379394565,0.4220567840238074,0.22259939726569317,0.09847589291825852,0.3908287402439449,-0.13109975853314967,-0.09383477139704746,1.1096023635245367,0.6706951611633248,1.0686594139669674,1.2705943083857323,0.6278385041509339,0.8078236297241824,0.05921438395169631,-0.08743870542259687,5.835,5.84,5.84,,,,4.614,4.415,4.496,4.078,3.539,3.832,1.899,,,5.94,6.45,6.06,4.03,3.45,3.78,2.835,2.066,2.568,4.746,4.828,4.835,5.239,5.257,5.216,,,,,,,
2006-06-27,0.40715099715099706,-0.05089117279721276,0.4220567840238074,0.21183142617888953,0.09847589291825852,0.3908287402439449,-0.13109975853314967,-0.09383477139704746,1.1096023635245367,0.6917565972174853,1.0686594139669674,1.2184377163798572,0.6278385041509339,0.8078236297241824,0.05921438395169631,-0.08743870542259687,5.83,5.845,5.85,,,,4.632,4.432,4.519,4.087,3.561,3.849,1.908,,,5.93,6.44,6.05,4.02,3.45,3.78,2.833,2.094,2.561,4.734,4.846,4.84,5.208,5.245,5.194,,,,,,,
2006-06-28,0.40715099715099706,-0.060743083210816506,0.4220567840238074,0.21183142617888953,0.09870562415812856,0.3908287402439449,-0.13109975853314967,-0.09383477139704746,1.1096023635245367,0.7138981069154487,1.0686594139669674,1.2184377163798572,0.6021824902817879,0.8078236297241824,0.05921438395169631,-0.08743870542259687,5.855,5.85,5.85,,,,4.607,4.428,4.503,4.083,3.599,3.868,1.913,,,5.9,6.42,6.02,4.04,3.475,3.8,2.84,2.104,2.565,4.733,4.834,4.833,5.253,5.283,5.24,,,,,,,
2006-06-29,0.40715099715099706,-0.06715333962107292,0.4198008640348681,0.21183142617888953,0.09870562415812856,0.3908287402439449,-0.13109975853314967,-0.09383477139704746,1.1096023635245367,0.7359519223277455,1.0683816330841167,1.2184377163798572,0.6021824902817879,0.8078236297241824,0.05921438395169631,-0.08743870542259687,5.88,5.835,5.83,,,,4.642,4.462,4.537,4.095,3.6,3.861,1.922,,,5.93,6.455,6.05,4.01,3.45,3.765,2.837,2.086,2.556,4.746,4.846,4.844,5.2,5.196,5.157,,,,,,,
2006-06-30,0.40715099715099706,-0.07356359603132932,0.4175875085740221,0.21183142617888953,0.09870562415812856,0.3908287402439449,-0.13109975853314967,-0.09383477139704746,1.1096023635245367,0.7580057377400424,1.068109093349999,1.2184377163798572,0.6021824902817879,0.8078236297241824,0.05921438395169631,-0.08743870542259687,5.825,5.865,5.86,,,,4.59,4.388,4.47,4.054,3.546,3.816,1.922,,,5.855,6.44,6.0,4.045,3.495,3.805,2.826,2.079,2.564,4.714,4.796,4.812,5.145,5.162,5.102,,,,,,,
2006-07-03,0.40715099715099706,-0.06964117279721276,0.4140934484761884,0.21183142617888953,0.09870562415812856,0.3908287402439449,-0.13109975853314967,-0.09383477139704746,1.1096023635245367,0.7562640072984533,1.0582826937523828,1.2184377163798572,0.6021824902817879,0.8078236297241824,0.05921438395169631,-0.08743870542259687,5.775,5.785,5.775,,,,,,,4.058,3.574,3.835,1.969,,,5.82,6.46,5.97,4.04,3.49,3.795,2.845,2.101,2.568,4.704,4.764,4.784,5.155,5.179,5.116,,,,,,,
2006-07-04,0.40715099715099706,-0.06964117279721276,0.4127461903135278,0.21183142617888953,0.09870562415812856,0.3702588065468952,-0.13109975853314967,-0.09291482265786072,1.1096023635245367,0.7562640072984533,1.0485416643727388,1.2184377163798572,0.6021824902817879,0.7477089663950027,0.05921438395169631,-0.09404332347840619,5.74,5.75,5.735,,,,4.585,4.405,4.473,4.081,3.585,3.852,1.969,,,5.845,6.49,6.0,4.035,3.485,3.785,2.851,2.099,2.579,4.739,4.795,4.808,5.143,,,,,,,,,
2006-07-05,0.40715099715099706,-0.06964117279721276,0.4070995190665425,0.21183142617888953,0.09870562415812856,0.3517458662195504,-0.13109975853314967,-0.09201273700098829,1.1096023635245367,0.7562640072984533,1.041985152073114,1.2184377163798572,0.6021824902817879,0.6936057693987411,0.05921438395169631,-0.1005196965234231,5.785,5.8,5.785,,,,4.61,4.428,4.497,4.068,3.564,3.848,1.985,,,5.85,6.5,6.005,4.09,3.52,3.835,2.884,2.13,2.606,4.688,4.757,4.765,5.227,5.242,5.19,,,,,,,
2006-07-06,0.40715099715099706,-0.06964117279721276,0.40229182675885017,0.21183142617888953,0.09870562415812856,0.3517458662195504,-0.13109975853314967,-0.09360052661773702,1.1096023635245367,0.7562640072984533,1.0515427096603558,1.2184377163798572,0.6021824902817879,0.6936057693987411,0.05921438395169631,-0.10095311991446658,5.78,5.88,5.86,,,,4.611,4.435,4.503,4.134,3.614,3.876,1.985,,,5.91,6.56,6.065,4.065,3.51,3.825,2.844,2.087,2.588,4.716,4.782,4.795,5.183,5.217,5.152,,,,,,,
2006-07-07,0.40715099715099706,-0.06964117279721276,0.38947131393833734,0.21183142617888953,0.09870562415812856,0.3517458662195504,-0.13109975853314967,-0.09360052661773702,1.1096023635245367,0.7562640072984533,1.0545441409679106,1.2184377163798572,0.6021824902817879,0.6936057693987411,0.05921438395169631,-0.10095311991446658,5.845,5.86,5.845,,,,4.596,4.426,4.486,4.115,3.637,3.903,1.962,,,5.895,6.545,6.05,4.04,3.485,3.8,2.837,2.053,2.573,4.685,4.75,4.76,5.132,5.175,5.101,,,,,,,
2006-07-10,0.40715099715099706,-0.06964117279721276,0.3825874601547976,0.21183142617888953,0.11287918509932847,0.3517458662195504,-0.13109975853314967,-0.09360052661773702,1.1096023635245367,0.7562640072984533,1.0639538900969723,1.2184377163798572,0.6280702395123721,0.6936057693987411,0.05921438395169631,-0.10095311991446658,5.84,5.86,5.845,,,,4.499,4.315,4.385,4.059,3.604,3.851,1.981,,,5.855,6.535,6.015,4.045,3.5,3.81,2.864,2.07,2.589,4.643,4.711,4.722,5.13,5.179,5.099,,,,,,,
2006-07-11,0.40715099715099706,-0.06964117279721276,0.3758334904049096,0.21183142617888953,0.11287918509932847,0.3397878924194713,-0.13109975853314967,-0.09360052661773702,1.1096023635245367,0.7562640072984533,1.0731860967896367,1.2184377163798572,0.6280702395123721,0.6963370609488577,0.05921438395169631,-0.10095311991446658,5.775,5.815,5.795,,,,4.463,4.299,4.36,4.082,3.615,3.87,1.976,,,5.875,6.565,6.045,4.02,3.48,3.785,2.833,2.036,2.549,4.661,4.736,4.742,5.108,5.162,5.078,,,,,,,
2006-07-12,0.40715099715099706,-0.06964117279721276,0.36325487405270834,0.21183142617888953,0.11287918509932847,0.3397878924194713,-0.13109975853314967,-0.09360052661773702,1.1096023635245367,0.7562640072984533,1.0750439290125309,1.2184377163798572,0.6280702395123721,0.6963370609488577,0.05921438395169631,-0.10095311991446658,5.8,5.855,5.83,,,,4.436,4.244,4.314,4.041,3.588,3.835,1.944,,,5.895,6.585,6.065,4.045,3.5,3.81,2.847,2.046,2.576,4.633,4.723,4.723,5.106,5.183,5.083,,,,,,,
2006-07-13,0.40715099715099706,-0.09464117279721276,0.35943153111651566,0.21183142617888953,0.11287918509932847,0.3397878924194713,-0.13109975853314967,-0.09360052661773702,1.1096023635245367,0.8040354306826218,1.0880437675058532,1.2184377163798572,0.6280702395123721,0.6963370609488577,0.05921438395169631,-0.10095311991446658,5.81,5.875,5.85,,,,4.461,4.233,4.319,4.07,3.612,3.833,1.92,,,5.935,6.66,6.14,4.0,3.46,3.76,2.828,2.028,2.548,4.663,4.748,4.754,5.067,5.12,5.036,,,,,,,
2006-07-14,0.40715099715099706,-0.09706786953560283,0.34262480842744,0.21183142617888953,0.11287918509932847,0.3397878924194713,-0.13109975853314967,-0.09360052661773702,1.1096023635245367,0.8340785714391898,1.084616335298248,1.2184377163798572,0.6280702395123721,0.6963370609488577,0.05921438395169631,-0.10095311991446658,5.87,5.96,5.92,,,,4.454,4.227,4.31,4.02,3.551,3.79,1.855,,,5.915,6.635,6.12,3.935,3.41,3.695,2.785,1.991,2.522,4.636,4.728,4.726,5.067,5.102,5.031,,,,,,,
2006-07-17,0.40715099715099706,-0.09706786953560283,0.32833909414172574,0.21183142617888953,0.11287918509932847,0.3397878924194713,-0.13109975853314967,-0.09360052661773702,1.1096023635245367,0.8340785714391898,1.0733179748222412,1.2184377163798572,0.6280702395123721,0.6963370609488577,0.05921438395169631,-0.10095311991446658,5.83,5.92,5.88,,,,4.447,4.219,4.303,3.98,3.524,3.736,,,,5.945,6.66,6.175,3.935,3.42,3.705,2.784,1.994,2.519,4.58,4.695,4.68,5.069,5.119,5.036,,,,,,,
2006-07-18,0.40715099715099706,-0.09706786953560283,0.32833909414172574,0.21183142617888953,0.11287918509932847,0.3397878924194713,-0.13109975853314967,-0.08794718826899667,1.1096023635245367,0.8340785714391898,1.057521156316269,1.2184377163798572,0.6280702395123721,0.6963370609488577,0.05921438395169631,-0.07882764046554573,5.835,5.925,5.88,,,,4.437,4.222,4.301,3.984,3.524,3.748,1.841,,,5.99,6.68,6.235,3.955,3.445,3.735,2.802,1.999,2.535,4.617,4.701,4.705,5.136,5.192,5.112,,,,,,,
2006-07-19,0.40715099715099706,-0.0811796343356743,0.3218808162007808,0.21183142617888953,0.11287918509932847,0.3397878924194713,-0.13109975853314967,-0.08794718826899667,1.1096023635245367,0.8455263487552772,1.0495264120821057,1.2184377163798572,0.6280702395123721,0.6963370609488577,0.05921438395169631,-0.07882764046554573,5.875,5.955,5.91,,,,4.492,4.265,4.351,4.013,3.558,3.786,1.86,,,6.0,6.69,6.25,3.96,3.45,3.74,2.782,1.997,2.513,4.659,4.823,4.774,5.055,5.11,5.021,,,,,,,
2006-07-20,0.40715099715099706,-0.07513460260390988,0.3218808162007808,0.2165387912050871,0.11287918509932847,0.3397878924194713,-0.12514417372031722,-0.08238257789978828,1.1096023635245367,0.8598718464995974,1.0495264120821057,1.2168369110574262,0.6280702395123721,0.6963370609488577,0.08814503929719518,-0.03908397848214262,5.825,5.92,5.87,,,,4.433,4.212,4.295,3.979,3.553,3.734,1.827,0.794,,5.95,6.7,6.24,3.925,3.43,3.71,2.783,1.988,2.506,4.615,4.771,4.759,5.03,5.068,4.982,,,,,,,
2006-07-21,0.40715099715099706,-0.07513460260390988,0.3218808162007808,0.22523444337900014,0.11287918509932847,0.3397878924194713,-0.12514417372031722,-0.07670991684379919,1.1096023635245367,0.8598718464995974,1.0495264120821057,1.208340962513638,0.6280702395123721,0.6963370609488577,0.08814503929719518,0.0014314050931712285,5.825,5.915,5.87,,,,4.423,4.214,4.289,3.966,3.542,3.746,1.832,0.794,,5.93,6.7,6.225,3.88,3.39,3.665,2.774,1.979,2.499,4.628,4.771,4.745,5.049,5.089,4.996,,,,,,,
2006-07-24,0.40715099715099706,-0.07513460260390988,0.3218808162007808,0.23393009555291316,0.11287918509932847,0.3397878924194713,-0.12514417372031722,-0.07092602713965342,1.1096023635245367,0.8598718464995974,1.0495264120821057,1.1998450139698495,0.6280702395123721,0.6963370609488577,0.08814503929719518,0.04274120795427555,5.78,5.885,5.84,,,,4.384,4.158,4.24,3.965,3.526,3.734,1.869,0.824,,5.965,6.725,6.26,3.87,3.385,3.66,2.759,1.977,2.494,4.617,4.77,4.721,5.049,5.093,4.998,,,,,,,
2006-07-25,0.40715099715099706,-0.07513460260390988,0.3218808162007808,0.2392466886336612,0.11287918509932847,0.3397878924194713,-0.12248153172626791,-0.06502760496611865,1.1096023635245367,0.8598718464995974,1.0495264120821057,1.197785265289863,0.6280702395123721,0.6963370609488577,0.07173758690829492,0.08486902671361957,5.845,5.955,5.905,,,,4.368,4.135,4.235,3.961,3.526,3.739,1.888,0.849,,5.96,6.71,6.26,3.865,3.395,3.665,2.707,1.972,2.478,4.601,4.718,4.707,5.069,5.123,5.025,,,,,,,
2006-07-26,0.40715099715099706,-0.07513460260390988,0.3218808162007808,0.2448105651135138,0.11287918509932847,0.3397878924194713,-0.11992983314863732,-0.059011214349113154,1.1096023635245367,0.8598718464995974,1.0495264120821057,1.1956297143456913,0.6280702395123721,0.6963370609488577,0.05601377836893218,0.12783940184815046,5.865,5.965,5.915,,,,4.403,4.164,4.259,3.964,3.527,3.734,1.874,0.839,,5.97,6.74,6.28,3.895,3.41,3.685,2.745,1.987,2.504,4.632,4.75,4.731,5.038,5.075,4.985,,,,,,,
